"ville_id","ville_code_postal","ville_nom","lng","lat","province"
"580","4682","Houtain-Saint-Siméon","5.6104199000000","50.739175300000","Liège"
"581","6960","Manhay","5.6756341000000","50.292963500000","Luxembourg"
"582","4690","Boirs","5.5788622000000","50.753925100000","Liège"
"583","6971","Champlon","5.5034047000000","50.107750300000","Luxembourg"
"584","4690","Eben-Emael","5.6702417000000","50.799440900000","Liège"
"585","6982","Samrée","5.6394828000000","50.209256000000","Luxembourg"
"586","4690","Glons","5.5398432000000","50.751898100000","Liège"
"587","6983","Ortho","5.6138065000000","50.124911100000","Luxembourg"
"588","4690","Roclenge-Sur-Geer","5.5940700000000","50.756864000000","Liège"
"589","6986","Halleux","5.5020384000000","50.171713300000","Luxembourg"
"590","4710","Lontzen","6.0073447000000","50.680423300000","Liège"
"591","6987","Hodister","5.4954367000000","50.200665200000","Luxembourg"
"592","4711","Walhorn","6.0469422000000","50.675076800000","Liège"
"593","6990","Fronville","5.4221284000000","50.294329300000","Luxembourg"
"594","4730","Raeren","6.1108404000000","50.676130500000","Liège"
"595","6997","Mormont","5.7189108000000","50.145806500000","Luxembourg"
"596","4750","Butgenbach","6.2053573000000","50.426725900000","Liège"
"597","7011","Ghlin","3.9037460000000","50.476050200000","Hainaut"
"598","4770","Meyerode","6.1884932000000","50.328841500000","Liège"
"599","7012","Flénu","3.8878381000000","50.436757100000","Hainaut"
"600","4791","Thommen","6.0743425000000","50.219058600000","Liège"
"601","7020","Nimy","3.9545894000000","50.475935800000","Hainaut"
"602","4800","Lambermont","5.1910010000000","49.705189900000","Liège"
"603","7022","Harmignies","4.0177899000000","50.407644600000","Hainaut"
"604","4801","Stembert","5.8952801000000","50.593109000000","Liège"
"605","7022","Harveng","3.9868840000000","50.394900400000","Hainaut"
"606","4831","Bilstain","5.9212234000000","50.623535000000","Liège"
"607","7031","Villers-Saint-Ghislain","4.0389071000000","50.431242100000","Hainaut"
"608","4840","Welkenraedt","5.9723396000000","50.662708600000","Liège"
"609","7040","Quévy","3.9439033000000","50.366722600000","Hainaut"
"610","4850","Plombières","5.9590725000000","50.737480100000","Liège"
"611","7041","Givry","4.0293435000000","50.379514200000","Hainaut"
"612","4860","Pepinster","5.8037101000000","50.567521700000","Liège"
"613","7050","Masnuy-Saint-Jean","3.9423599000000","50.531020600000","Hainaut"
"614","4870","Nessonvaux","5.7371309000000","50.573671000000","Liège"
"615","7060","Soignies","4.0732968000000","50.577530900000","Hainaut"
"616","4870","Trooz","5.6883726000000","50.572810200000","Liège"
"617","7061","Casteau","4.0031319000000","50.513019500000","Hainaut"
"618","4877","Olne","5.7479948000000","50.590119900000","Liège"
"619","7061","Thieusies","4.0489552000000","50.515101500000","Hainaut"
"620","4890","Thimister","5.8650125000000","50.652946500000","Liège"
"621","7070","Le Roeulx","4.1122450000000","50.503403400000","Hainaut"
"622","4890","Thimister-Clermont","5.8634486463407","50.662987350000","Liège"
"623","7080","Noirchain","3.9298869000000","50.401870700000","Hainaut"
"624","4920","Ernonheid","5.6660069000000","50.402852100000","Liège"
